source,target,number
"Sloane, RS","Gershenwald, JE",1
"Sloane, RS","Glitza, IC",1
"Sloane, RS","Grimm, EA",1
"Sloane, RS","Hu, J",1
"Sloane, RS","Hwu, P",1
"Sloane, RS","Lazar, AJ",1
"Sloane, RS","Lee, JE",1
"Sloane, RS","Nezi, L",1
"Sloane, RS","Patel, SP",1
"Sloane, RS","Roszik, J",1
"Sloane, RS","Sharma, P",1
"Sloane, RS","Tawbi, H",1
"Sloane, RS","Tetzlaff, MT",1
"Sloane, RS","Wargo, JA",1
"Sloane, RS","Wistuba, II",1
"Sloane, RS","Woodman, SE",1
"Sloane, RS","Zhang, J",1
"Smit, EF","Boellaard, R",2
"Smit, EF","Dingemans, AC",1
"Smit, EF","Lambin, P",1
"Smit, EF","Troost, EG",1
"Smit, EF","van der Noort, V",1
"Smith, AT","Balagurunathan, Y",1
"Smith, AT","Centeno, BA",1
"Smith, AT","Choi, JW",1
"Smith, AT","Coppola, D",1
"Smith, AT","Gillies, R",1
"Smith, AT","Hodul, P",1
"Smith, AT","Jiang, K",1
"Smith, AT","Karreth, FA",1
"Smith, AT","Kim, J",1
"Smith, AT","Klapman, J",1
"Smith, AT","Magliocco, A",1
"Smith, AT","Malafa, MP",1
"Smith, AT","Merchant, N",1
"Smith, AT","Trevino, JG",1
"Smith, BJ","Ahmadvand, P",1
"Smith, BJ","Bauer, C",1
"Smith, BJ","Buatti, JM",1
"Smith, BJ","Budzevich, MM",1
"Smith, BJ","Gillies, RJ",1
"Smith, BJ","Goldgof, D",1
"Smith, BJ","Grkovski, M",1
"Smith, BJ","Hamarneh, G",1
"Smith, BJ","Huang, Q",1
"Smith, BJ","Kinahan, PE",1
"Smith, BJ","Laymon, CM",1
"Smith, BJ","Mountz, JM",1
"Smith, BJ","Muzi, JP",1
"Smith, BJ","Muzi, M",1
"Smith, BJ","Nehmeh, S",1
"Smith, BJ","Oborski, MJ",1
"Smith, BJ","Sunderland, JJ",1
"Smith, BJ","Tan, Y",1
"Smith, BJ","Ulrich, EJ",1
"Smith, BJ","Zhao, B",1
"Snopova, L","Buyanova, N",1
"Snopova, L","Elagin, V",1
"Snopova, L","Feldchtein, F",1
"Snopova, L","Gelikonov, G",1
"Snopova, L","Gelikonov, V",1
"Snopova, L","Gladkova, N",1
"Snopova, L","Kiseleva, E",1
"Snopova, L","Kuznetsov, S",1
"Snopova, L","Matveev, L",1
"Snopova, L","Sirotkina, M",1
"Snopova, L","Vitkin, A",1
"Snopova, L","Zagaynova, E",1
"Snopova, L","Zaitsev, V",1
"Snyder, A","Sala, E",1
"Sohn, HM","Cook, G",1
"Sohn, HM","Davies, A",1
"Sohn, HM","Goh, V",1
"Sohn, HM","Montana, G",1
"Sohn, I","Lee, KS",3
"Sohn, I","Kim, HS",2
"Sohn, I","Kim, J",2
"Sohn, I","Shim, YM",2
"Sohn, I","Cho, JH",1
"Sohn, I","Choi, JY",1
"Sohn, I","Choi, YL",1
"Sohn, I","Kim, H",1
"Sohn, I","Kim, JH",1
"Sohn, I","Kwon, OJ",1
"Sohn, I","Lee, SH",1
"Sohn, I","Son, JY",1
"Sollini, M","Castiglioni, I",1
"Sollini, M","Comito, T",1
"Sollini, M","Franceschini, D",1
"Sollini, M","Franzese, C",1
"Sollini, M","Invento, A",1
"Sollini, M","Manfrinato, G",1
"Sollini, M","Sagona, A",1
"Sollini, M","Scorsetti, M",1
"Sollini, M","Tinterri, C",1
"Sollini, M","Wang, PM",1
"Sollini, M","Di Tommaso, L",1
"Sollini, M","Erba, PA",1
"Sollini, M","Lania, A",1
"Sollini, M","Magnoni, P",1
"Sollini, M","Pepe, G",1
"Solórzano, G","Balagurunathan, Y",1
"Solórzano, G","Davicioni, E",1
"Solórzano, G","Erho, N",1
"Solórzano, G","Gillies, RJ",1
"Solórzano, G","Pollack, A",1
"Solórzano, G","Punnen, S",1
"Soltanian-Zadeh, H","Sossi, V",1
"Son, JY","Choi, JY",1
"Son, JY","Kwon, OJ",1
"Son, JY","Lee, KS",1
"Son, JY","Shim, YM",1
"Song, J","Dong, D",2
"Song, J","Tian, J",2
"Song, J","Fang, M",1
"Song, J","Hu, C",1
"Song, J","Kong, L",1
"Song, J","Li, W",1
"Song, J","Lian, Y",1
"Song, J","Shi, D",1
"Song, J","Tang, Z",1
"Song, J","Wang, M",1
"Song, J","Wang, S",1
"Song, SH","Jeong, JY",1
"Song, SH","Kim, HS",1
"Song, SH","Kim, J",1
"Song, SH","Lee, G",1
"Song, SH","Lee, HY",1
"Song, SH","Lee, KS",1
"Song, SH","Lee, SH",1
"Song, SH","Park, H",1
"Song, SH","Shim, YM",1
"Song, SH","Sohn, I",1
"Song, X","Allison, JP",1
"Song, X","Amaria, RN",1
"Song, X","Austin-Breneman, J",1
"Song, X","Beird, HC",1
"Song, X","Bernatchez, C",1
"Song, X","Carter, BW",1
"Song, X","Chen, E",1
"Song, X","Chen, PL",1
"Song, X","Chen, WS",1
"Song, X","Chin, L",1
"Song, X","Clise-Dwyer, K",1
"Song, X","Cogdill, AP",1
"Song, X","Cooper, ZA",1
"Song, X","Davies, MA",1
"Song, X","Diab, A",1
"Song, X","Forget, MA",1
"Song, X","Futreal, PA",1
"Song, X","Garber, HR",1
"Song, X","Gershenwald, JE",1
"Song, X","Glitza, IC",1
"Song, X","Grimm, EA",1
"Song, X","Gumbs, C",1
"Song, X","Haymaker, C",1
"Song, X","Hu, J",1
"Song, X","Hudgens, CW",1
"Song, X","Hwu, P",1
"Song, X","Jiang, H",1
"Song, X","Lazar, AJ",1
"Song, X","Lee, JE",1
"Song, X","Little, LD",1
"Song, X","Nezi, L",1
"Song, X","Patel, SP",1
"Song, X","Roh, W",1
"Song, X","Roszik, J",1
"Song, X","Sharma, P",1
"Song, X","Sloane, RS",1
"Song, X","Tawbi, H",1
"Song, X","Tetzlaff, MT",1
"Song, X","Thornton, RL",1
"Song, X","Wani, K",1
"Song, X","Wargo, JA",1
"Song, X","Wistuba, II",1
"Song, X","Woodman, SE",1
"Song, X","Zhang, J",1
"Song, Y","Erickson, B",1
"Song, Y","Knechtges, P",1
"Song, Y","Li, D",1
"Song, Y","Li, XA",1
"Song, Y","Tao, Y",1
"Song, Y","Zheng, C",1
"Song, YS","Goo, JM",1
"Song, YS","Hwang, EJ",1
"Song, YS","Lee, JH",1
"Soria, JC","Ferté, C",1
"Sosa, R","Aghajanian, C",1
"Sosa, R","Deasy, J",1
"Sosa, R","Hricak, H",1
"Sosa, R","Levine, DA",1
"Sosa, R","Sala, E",1
"Sosa, R","Snyder, A",1
"Sosa, R","Soslow, RA",1
"Sosa, R","Weigelt, B",1
"Sosef, MN","Lambin, P",2
"Sosef, MN","van Elmpt, W",2
"Sosef, MN","Das, M",1
"Sosef, MN","Raat, FHPJ",1
"Sosef, MN","van der Zande, FHR",1
"Soslow, RA","Aghajanian, C",1
"Soslow, RA","Deasy, J",1
"Soslow, RA","Hricak, H",1
"Soslow, RA","Levine, DA",1
"Soslow, RA","Sala, E",1
"Soslow, RA","Snyder, A",1
"Soslow, RA","Weigelt, B",1
"Soto, JA","Anderson, SW",1
"Stark, LS","Guckenberger, M",1
"Stark, LS","Studer, G",1
"Stark, LS","Tanadini-Lang, S",1
"Stark, LS","Unkelbach, J",1
"Stefan, M","Benjamin, B",1
"Stefan, M","Caroline, C",1
"Stefan, M","Jean-Charles, S",1
"Stegmayr, C","Galldiks, N",1
"Stegmayr, C","Langen, KJ",1
"Stegmayr, C","Neumaier, B",1
"Stegmayr, C","Shah, NJ",1
"Stephen, B","Fu, S",1
"Stephen, B","Mendoza, T",1
"Stephen, B","Meric-Bernstam, F",1
"Stephen, B","Naing, A",1
"Stephen, B","Sharma, P",1
"Stephen, B","Sheshadri, A",1
"Stephen, B","Subbiah, V",1
"Steudle, F","Bonekamp, D",1
"Steudle, F","Daniel, H",1
"Steudle, F","Gählert, N",1
"Steudle, F","Götz, M",1
"Steudle, F","Laun, FB",1
"Steudle, F","Lederer, W",1
"Steudle, F","Maier-Hein, KH",1
"Steudle, F","Schlemmer, HP",1
"Steudle, F","Tichy, D",1
"Steudle, F","Wiesenfarth, M",1
"Stieb, S","Guckenberger, M",2
"Stieb, S","Studer, G",2
"Stieb, S","Tanadini-Lang, S",2
"Stieb, S","Glatz, S",1
"Stieb, S","Moch, H",1
"Stieb, S","Pruschy, M",1
"Stingo, F","Court, L",2
"Stingo, F","Fontenot, J",1
"Stingo, F","Liao, Z",1
"Stingo, F","Mohan, R",1
"Stingo, F","Zhang, L",1
"Stoffels, G","Ceccon, G",1
"Stoffels, G","Filss, CP",1
"Stoffels, G","Galldiks, N",1
"Stoffels, G","Kamp, MA",1
"Stoffels, G","Langen, KJ",1
"Stoffels, G","Neumaier, B",1
"Stoffels, G","Rapp, M",1
"Stoffels, G","Sabel, M",1
"Stoffels, G","Shah, NJ",1
"Stoffels, G","Stegmayr, C",1
"Stoiber, EM","Bendl, R",1
"Stoiber, EM","Bierstedt, C",1
"Stoiber, EM","Bougatf, N",1
"Stoiber, EM","Debus, J",1
"Stoiber, EM","Giske, K",1
"Stoiber, EM","Oetzel, D",1
"Stoiber, EM","Teske, H",1
"Stokroos, RJ","Kingma, H",1
"Stokroos, RJ","van de Berg, R",1
"Stoyanova, R","Davicioni, E",2
"Stoyanova, R","Erho, N",2
"Stoyanova, R","Gillies, RJ",2
"Stoyanova, R","Pollack, A",2
"Stoyanova, R","Punnen, S",2
"Stoyanova, R","Takhar, M",2
"Stoyanova, R","Alperin, N",1
"Stoyanova, R","Padgett, K",1
"Stoyanova, R","Patel, M",1
"Stoyanova, R","Slingerland, J",1
"Stoyanova, R","Takita, C",1
"Stoyanova, R","Yepes, M",1
"Stoyanova, R","Zeidan, YH",1
"Stoyanova, R","Abramowitz, MC",1
"Stoyanova, R","Alshalalfa, M",1
"Stoyanova, R","Ashab, HA",1
"Stoyanova, R","Balagurunathan, Y",1
"Stoyanova, R","Buerki, C",1
"Stoyanova, R","Castillo, R",1
"Stoyanova, R","Ford, JC",1
"Stoyanova, R","Ishkanian, A",1
"Stoyanova, R","Jorda, M",1
"Stoyanova, R","Kryvenko, ON",1
"Stoyanova, R","Lam, LL",1
"Stoyanova, R","Lynne, C",1
"Stoyanova, R","Parekh, DJ",1
"Stoyanova, R","Parra, N",1
"Stoyanova, R","Solórzano, G",1
"Stoyanova, R","Tschudi, Y",1
"Stricker, P","Jambor, I",1
"Stricker, P","Madabhushi, A",1
"Stricker, P","Rastinehad, AR",1
"Stringfield, O","Gillies, RJ",5
"Stringfield, O","Schabath, MB",3
"Stringfield, O","Ye, Z",3
"Stringfield, O","Lambin, P",2
"Stringfield, O","Rios Velazquez, E",2
"Stringfield, O","Wang, H",2
"Stringfield, O","Aerts, HJ",1
"Stringfield, O","Aerts, HJWL",1
"Stringfield, O","Bui, MM",1
"Stringfield, O","Cherezov, D",1
"Stringfield, O","Dilling, TJ",1
"Stringfield, O","El-Hachem, N",1
"Stringfield, O","Fennessy, F",1
"Stringfield, O","Gatenby, RA",1
"Stringfield, O","Gillies, R",1
"Stringfield, O","Goldgof, D",1
"Stringfield, O","Guvenis, A",1
"Stringfield, O","Haibe-Kains, B",1
"Stringfield, O","Hall, L",1
"Stringfield, O","Krewer, H",1
"Stringfield, O","Leijenaar, RT",1
"Stringfield, O","Mak, RH",1
"Stringfield, O","Makrigiorgos, M",1
"Stringfield, O","Moros, EG",1
"Stringfield, O","Quackenbush, J",1
"Studer, G","Guckenberger, M",4
"Studer, G","Tanadini-Lang, S",4
"Studer, G","Unkelbach, J",2
"Studer, G","Glatz, S",1
"Studer, G","Konukoglu, E",1
"Studer, G","Lambin, P",1
"Stuschke, M","Balermpas, P",1
"Stuschke, M","Baumann, M",1
"Stuschke, M","Belka, C",1
"Stuschke, M","Combs, SE",1
"Stuschke, M","Ganswindt, U",1
"Stuschke, M","Krause, M",1
"Stuschke, M","Löck, S",1
"Stuschke, M","Mönnich, D",1
"Stuschke, M","Pigorsch, S",1
"Stuschke, M","Richter, C",1
"Stuschke, M","Rödel, C",1
"Stuschke, M","Troost, EGC",1
"Stuschke, M","Zips, D",1
"Su, C","Liao, W",1
"Su, C","Oldridge, D",1
"Su, C","Tang, H",1
"Su, C","Tao, Y",1
"Su, C","Xiao, B",1
"Su, C","Yang, L",1
"Su, C","Zhang, P",1
"Su, C","Zhang, Z",1
"Su, C","Zhou, J",1
"Su, R","Isabelle, G",1
"Su, R","Pierre, V",1
"Su, R","Romain, M",1
"Su, R","Sébastien, V",1
"Su, Y","Huang, J",1
"Su, Y","Lin, T",1
"Suarez-Almazor, ME","Alshawa, A",1
"Suarez-Almazor, ME","Fu, S",1
"Suarez-Almazor, ME","Giniebra-Camejo, D",1
"Suarez-Almazor, ME","Hong, DS",1
"Suarez-Almazor, ME","Mendoza, T",1
"Suarez-Almazor, ME","Meric-Bernstam, F",1
"Suarez-Almazor, ME","Naing, A",1
"Suarez-Almazor, ME","Sharma, P",1
"Suarez-Almazor, ME","Sheshadri, A",1
"Suarez-Almazor, ME","Stephen, B",1
"Suarez-Almazor, ME","Subbiah, V",1
"Subbiah, V","Fu, S",1
"Subbiah, V","Mendoza, T",1
"Subbiah, V","Meric-Bernstam, F",1
"Subbiah, V","Naing, A",1
"Subbiah, V","Sharma, P",1
"Subbiah, V","Sheshadri, A",1
"Suchorska, B","Albert, N",1
"Suchorska, B","Brückmann, H",1
"Suchorska, B","Ertl-Wagner, B",1
"Suchorska, B","Reiser, M",1
"Suchorska, B","Schüller, U",1
"Suchorska, B","Tonn, JC",1
"Sulewska, A","Abba, ML",1
"Sulewska, A","Allgayer, H",1
"Sulewska, A","Charkiewicz, AE",1
"Sulewska, A","Cybulski, A",1
"Sulewska, A","Juhl, H",1
"Sulewska, A","Kedra, B",1
"Sulewska, A","Koch, F",1
"Sulewska, A","Kurzawa, P",1
"Sulewska, A","Malyszko, J",1
"Sulewska, A","Manegold, C",1
"Sulewska, A","Mariak, Z",1
"Sulewska, A","Minarowski, L",1
"Sulewska, A","Mroczko, B",1
"Sulewska, A","Pilz, L",1
"Sulewska, A","Szamatowicz, J",1
"Sultanem, K","El Naqa, I",1
"Sultanem, K","Seuntjens, J",1
"Sun, H","Chen, Y",1
"Sun, H","Gong, Q",1
"Sun, H","Huang, Q",1
"Sun, H","Huang, X",1
"Sun, H","Lui, S",1
"Sun, H","Shi, Y",1
"Sun, H","Sweeney, JA",1
"Sun, H","Xu, X",1
"Sun, Q","Li, ZC",1
"Sun, Q","Liang, C",1
"Sun, Q","Liu, L",1
"Sun, Q","Wang, G",1
"Sun, Q","Zhou, S",1
"Sun, R","Chargari, C",1
"Sun, R","Deutsch, E",1
"Sun, R","Escande, A",1
"Sun, R","Haie-Meder, C",1
"Sun, R","Limkin, E",1
"Sun, R","Robert, C",1
"Sun, Y","Wan, S",1
"Sun, Y","Yan, J",1
"Sunderland, JJ","Buatti, JM",1
"Suo, J","Zhang, Q",2
"Suo, J","Guo, Y",1
"Suo, J","Shi, J",1
"Suo, J","Wang, Y",1
"Suo, J","Yu, J",1
"Suo, J","Zheng, H",1
"Suo, J","Chang, W",1
"Suo, J","Chen, M",1
"Suo, J","Shi, J",1
"Suo, J","Yan, Z",1
"Sutton, EJ","Ganott, M",1
"Sutton, EJ","Giger, ML",1
"Sutton, EJ","Huang, E",1
"Sutton, EJ","Ji, Y",1
"Sutton, EJ","Morris, EA",1
"Sutton, EJ","Net, JM",1
"Sutton, EJ","Perou, CM",1
"Sutton, EJ","Zuley, M",1
"Sutton, EJ","Bonaccio, E",1
"Sutton, EJ","Ganott, M",1
"Sutton, EJ","Giger, ML",1
"Sutton, EJ","Huang, EP",1
"Sutton, EJ","Morris, EA",1
"Sutton, EJ","Net, JM",1
"Sutton, EJ","Rao, A",1
"Sutton, EJ","Zuley, M",1
"Sweeney, JA","Gong, Q",1
"Szabó, T","Bergmann, R",1
"Szabó, T","Budán, F",1
"Szabó, T","Czibak, I",1
"Szabó, T","Gyöngyi, Z",1
"Szabó, T","Horváth, I",1
"Szabó, T","Karlinger, K",1
"Szabó, T","Korom, C",1
"Szabó, T","Máthé, D",1
"Szabó, T","Pócsik, M",1
"Szabó, T","Veres, DS",1
"Szamatowicz, J","Abba, ML",1
"Szamatowicz, J","Allgayer, H",1
"Szamatowicz, J","Charkiewicz, AE",1
"Szamatowicz, J","Juhl, H",1
"Szamatowicz, J","Koch, F",1
"Szamatowicz, J","Kurzawa, P",1
"Szamatowicz, J","Malyszko, J",1
"Szamatowicz, J","Manegold, C",1
"Szamatowicz, J","Minarowski, L",1
"Szamatowicz, J","Mroczko, B",1
"Szamatowicz, J","Pilz, L",1
"Szigeti, K","Bergmann, R",1
"Szigeti, K","Budán, F",1
"Szigeti, K","Czibak, I",1
"Szigeti, K","Gyöngyi, Z",1
"Szigeti, K","Horváth, I",1
"Szigeti, K","Karlinger, K",1
"Szigeti, K","Korom, C",1
"Szigeti, K","Máthé, D",1
"Szigeti, K","Pócsik, M",1
"Szigeti, K","Szabó, T",1
"Szigeti, K","Veres, DS",1
"Szilveszter, B","Hoffmann, U",1
"Szilveszter, B","Kitslaar, P",1
"Szilveszter, B","Maurovich-Horvat, P",1
"Szilveszter, B","Merkely, B",1
"Taimen, P","Jambor, I",1
"Taimen, P","Madabhushi, A",1
"Taimen, P","Rastinehad, AR",1
"Taimen, P","Stricker, P",1
"Taimen, P","Villani, R",1
"Takahashi, N","Ito, K",1
"Takahashi, N","Jingu, K",1
"Takahashi, N","Takase, K",1
"Takahashi, W","Abe, O",1
"Takahashi, W","Aoki, S",1
"Takahashi, W","Nakagawa, K",1
"Takahashi, W","Nawa, K",1
"Takahashi, W","Yamashita, H",1
"Takanami, K","Ito, K",1
"Takanami, K","Jingu, K",1
"Takanami, K","Shirata, Y",1
"Takanami, K","Takahashi, N",1
"Takanami, K","Takase, K",1
"Takanami, K","Yamamoto, T",1
"Takase, K","Jingu, K",1
"Takeda, K","Ito, K",1
"Takeda, K","Jingu, K",1
"Takeda, K","Shirata, Y",1
"Takeda, K","Takahashi, N",1
"Takeda, K","Takanami, K",1
"Takeda, K","Takase, K",1
"Takeda, K","Yamamoto, T",1
"Takhar, M","Davicioni, E",2
"Takhar, M","Erho, N",2
"Takhar, M","Gillies, RJ",2
"Takhar, M","Punnen, S",2
"Takhar, M","Abramowitz, MC",1
"Takhar, M","Alshalalfa, M",1
"Takhar, M","Ashab, HA",1
"Takhar, M","Balagurunathan, Y",1
"Takhar, M","Buerki, C",1
"Takhar, M","Castillo, R",1
"Takhar, M","Ford, JC",1
"Takhar, M","Ishkanian, A",1
"Takhar, M","Jorda, M",1
"Takhar, M","Kryvenko, ON",1
"Takhar, M","Lam, LL",1
"Takhar, M","Lynne, C",1
"Takhar, M","Parekh, DJ",1
"Takhar, M","Parra, N",1
"Takhar, M","Solórzano, G",1
"Takhar, M","Tschudi, Y",1
"Takita, C","Alperin, N",1
"Takita, C","Yepes, M",1
"Takita, C","Zeidan, YH",1
"Tamboli, P","Rao, A",1
"Tamboli, P","Vikram, R",1
"Tamm, EP","Katz, MH",1
"Tamm, EP","Koay, EJ",1
"Tamm, EP","Maitra, A",1
"Tan, Y","Zhao, B",4
"Tan, Y","Schwartz, LH",3
"Tan, Y","Oxnard, GG",2
"Tan, Y","Rizvi, N",2
"Tan, Y","Buatti, JM",1
"Tan, Y","Lu, L",1
"Tan, Y","Qi, J",1
"Tan, Y","Sunderland, JJ",1
"Tan, Y","Tian, J",1
"Tan, Y","Tsai, WY",1
"Tan, Y","Wang, S",1
"Tan, Y","Wu, XF",1
"Tan, Y","Xie, C",1
"Tanadini-Lang, S","Unkelbach, J",2
"Tanadini-Lang, S","Konukoglu, E",1
"Tanadini-Lang, S","Lambin, P",1
"Tang, C","Behrens, C",1
"Tang, C","Chang, JY",1
"Tang, C","Court, LE",1
"Tang, C","Erasmus, JJ",1
"Tang, C","Hobbs, BP",1
"Tang, C","Koay, EJ",1
"Tang, C","Li, X",1
"Tang, C","Parra Cuentas, ER",1
"Tang, C","Rodriguez Canales, J",1
"Tang, C","Sepesi, B",1
"Tang, C","Wistuba, II",1
"Tang, H","Liao, W",1
"Tang, H","Oldridge, D",1
"Tang, H","Tao, Y",1
"Tang, H","Xiao, B",1
"Tang, H","Yang, L",1
"Tang, H","Zhang, P",1
"Tang, H","Zhang, Z",1
"Tang, H","Zhou, J",1
"Tang, Z","Tian, J",2
"Tang, Z","Wang, S",2
"Tang, Z","Dong, D",1
"Tang, Z","Kong, L",1
"Tang, Z","Li, XT",1
"Tang, Z","Shi, D",1
"Tang, Z","Sun, YS",1
"Tang, Z","Wang, M",1
"Tao, Y","Erickson, B",1
"Tao, Y","Knechtges, P",1
"Tao, Y","Li, D",1
"Tao, Y","Li, XA",1
"Tao, Y","Yang, L",1
"Tao, Y","Zhang, P",1
"Tao, Y","Zheng, C",1
"Tao, Y","Zhou, J",1
"Tawbi, H","Allison, JP",1
"Tawbi, H","Amaria, RN",1
"Tawbi, H","Carter, BW",1
"Tawbi, H","Clise-Dwyer, K",1
"Tawbi, H","Cooper, ZA",1
"Tawbi, H","Davies, MA",1
"Tawbi, H","Diab, A",1
"Tawbi, H","Futreal, PA",1
"Tawbi, H","Gershenwald, JE",1
"Tawbi, H","Glitza, IC",1
"Tawbi, H","Grimm, EA",1
"Tawbi, H","Hu, J",1
"Tawbi, H","Lazar, AJ",1
"Tawbi, H","Lee, JE",1
"Tawbi, H","Patel, SP",1
"Tawbi, H","Sharma, P",1
"Tawbi, H","Tetzlaff, MT",1
"Tawbi, H","Wargo, JA",1
"Tawbi, H","Wistuba, II",1
"Tawbi, H","Zhang, J",1
"Taylor, B","Court, L",1
"Taylor, B","Dodge, C",1
"Taylor, B","Jones, AK",1
"Taylor, B","Rodriguez-Rivera, E",1
"Temam, S","Deutsch, E",1
"Temam, S","Tao, Y",1
"Ten Haken, RK","Naqa, IE",1
"Teske, H","Bendl, R",1
"Teske, H","Bierstedt, C",1
"Teske, H","Debus, J",1
"Teske, H","Giske, K",1
"Teske, H","Oetzel, D",1
"Tetar, S","Louie, AV",1
"Tetar, S","Palma, DA",1
"Tetar, S","Senan, S",1
"Tetar, S","Ward, AD",1
"Tetzlaff, MT","Allison, JP",1
"Tetzlaff, MT","Carter, BW",1
"Tetzlaff, MT","Clise-Dwyer, K",1
"Tetzlaff, MT","Cooper, ZA",1
"Tetzlaff, MT","Futreal, PA",1
"Tetzlaff, MT","Lazar, AJ",1
"Tetzlaff, MT","Sharma, P",1
"Tetzlaff, MT","Wargo, JA",1
"Tetzlaff, MT","Wistuba, II",1
"Tetzlaff, MT","Zhang, J",1
"Tha, KK","Kudo, K",1
"Tha, KK","Shirato, H",1
"Tha, KK","Yamashita, H",1
"Thai, T","Gunderson, CC",1
"Thai, T","Liu, H",1
"Thai, T","Mannel, RS",1
"Thai, T","Moore, K",1
"Thai, T","Moxley, KM",1
"Thai, T","Qiu, Y",1
"Thai, T","Zheng, B",1
"Thomas, G","Colen, RR",1
"Thomas, G","Elakkad, A",1
"Thomas, G","Hassan, I",1
"Thomas, G","Kumar, A",1
"Thomas, G","Mosley, J",1
"Thomas, GA","Colen, RR",1
"Thomas, GA","Kumar, AJ",1
"Thomas, GA","Luedi, MM",1
"Thomas, GA","Sawaya, R",1
"Thomas, GA","Weinberg, JS",1
"Thomas, GA","Zinn, PO",1
"Thompson, J","Jambor, I",1
"Thompson, J","Madabhushi, A",1
"Thompson, J","Pulbrock, M",1
"Thompson, J","Rastinehad, AR",1
"Thompson, J","Stricker, P",1
"Thompson, J","Taimen, P",1
"Thompson, J","Villani, R",1
"Thor, M","Apte, A",1
"Thor, M","Deasy, JO",1
"Thor, M","Hatzoglou, V",1
"Thor, M","Lee, NY",1
"Thor, M","Riaz, N",1
"Thor, M","Saleh, Z",1
"Thor, M","Tyagi, N",1
"Thornton, RL","Allison, JP",1
"Thornton, RL","Amaria, RN",1
"Thornton, RL","Austin-Breneman, J",1
"Thornton, RL","Bernatchez, C",1
"Thornton, RL","Carter, BW",1
"Thornton, RL","Chen, WS",1
"Thornton, RL","Chin, L",1
"Thornton, RL","Clise-Dwyer, K",1
"Thornton, RL","Cogdill, AP",1
"Thornton, RL","Cooper, ZA",1
"Thornton, RL","Davies, MA",1
"Thornton, RL","Diab, A",1
"Thornton, RL","Futreal, PA",1
"Thornton, RL","Gershenwald, JE",1
"Thornton, RL","Glitza, IC",1
"Thornton, RL","Grimm, EA",1
"Thornton, RL","Hu, J",1
"Thornton, RL","Hudgens, CW",1
"Thornton, RL","Hwu, P",1
"Thornton, RL","Lazar, AJ",1
"Thornton, RL","Lee, JE",1
"Thornton, RL","Nezi, L",1
"Thornton, RL","Patel, SP",1
"Thornton, RL","Roszik, J",1
"Thornton, RL","Sharma, P",1
"Thornton, RL","Sloane, RS",1
"Thornton, RL","Tawbi, H",1
"Thornton, RL","Tetzlaff, MT",1
"Thornton, RL","Wargo, JA",1
"Thornton, RL","Wistuba, II",1
"Thornton, RL","Woodman, SE",1
"Thornton, RL","Zhang, J",1
"Thorstad, WL","Deasy, JO",1
"Thorstad, WL","Lee, NY",1
"Thorstad, WL","Oh, JH",1
"Tian, J","Zhang, L",4
"Tian, J","Zhang, S",2
"Tian, J","Chen, W",1
"Tian, J","Guo, B",1
"Tian, J","Lian, Z",1
"Tian, J","Liang, CS",1
"Tian, J","Liang, L",1
"Tian, J","Liu, J",1
"Tian, J","Liu, ZY",1
"Tian, J","Luo, X",1
"Tian, J","Ma, ZL",1
"Tian, J","Pei, S",1
"Tian, J","Sun, YS",1
"Tian, P","Chen, G",1
"Tian, P","Cheng, G",1
"Tian, P","Cui, LB",1
"Tian, P","Liu, L",1
"Tian, P","Liu, TT",1
"Tian, P","Qin, W",1
"Tian, P","Ye, J",1
"Tian, P","Yin, H",1
"Tian, P","Zhang, HJ",1
"Tian, Q","Lu, H",2
"Tian, Q","Wu, Y",2
"Tian, Q","Yang, Z",2
"Tian, Q","Cui, G",1
"Tian, Q","Li, B",1
"Tian, Q","Liang, Z",1
"Tian, Q","Meng, J",1
"Tian, Q","Zhang, G",1
"Tichy, D","Bonekamp, D",1
"Tichy, D","Laun, FB",1
"Tichy, D","Maier-Hein, KH",1
"Tichy, D","Schlemmer, HP",1
"Tichy, D","Wiesenfarth, M",1
"Timmerman, R","Jiang, S",1
"Timmerman, R","Wang, J",1
"Tinhofer, I","Balermpas, P",1
"Tinhofer, I","Baumann, M",1
"Tinhofer, I","Belka, C",1
"Tinhofer, I","Budach, V",1
"Tinhofer, I","Combs, SE",1
"Tinhofer, I","Ganswindt, U",1
"Tinhofer, I","Krause, M",1
"Tinhofer, I","Löck, S",1
"Tinhofer, I","Mönnich, D",1
"Tinhofer, I","Pigorsch, S",1
"Tinhofer, I","Richter, C",1
"Tinhofer, I","Rödel, C",1
"Tinhofer, I","Sak, A",1
"Tinhofer, I","Stuschke, M",1
"Tinhofer, I","Troost, EGC",1
"Tinhofer, I","Zips, D",1
"Tinterri, C","Castiglioni, I",1
"Tinterri, C","Chiti, A",1
"Tiwari, P","Plecha, D",2
"Tiwari, P","Lee, G",1
"Tiwari, P","Cohen, M",1
"Tiwari, P","Gupta, A",1
"Tiwari, P","Hatanpaa, KJ",1
"Tiwari, P","Nayate, AP",1
"Tiwari, P","Pinho, M",1
"Tiwari, P","Rogers, L",1
"Tiwari, P","Singh, G",1
"Tiwari, P","Sloan, A",1
"Tiwari, P","Wolansky, L",1
"Tixier, F","Visvikis, D",2
"Tixier, F","Bussink, J",1
"Tixier, F","Cheze Le Rest, C",1
"Tixier, F","de Geus-Oei, LF",1
"Tixier, F","Hatt, M",1
"Tixier, F","Le Rest, CC",1
"Tixier, F","Oyen, WJ",1
